"Wells drilled, completed, and drilled but uncompleted (DUC) inventory ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Anadarko,,,,Appalachia,,,, Bakken,,,,  Eagle Ford,,,,Haynesville,,,,Niobrara,,,,Permian,,,,DPR Regions,,
May-15, 117 , 95 , 545 ,, 145 , 166 ," 1,249 ",, 124 , 139 , 827 ,, 233 , 174 ," 1,386 ",, 28 , 28 , 129 ,, 134 , 118 , 716 ,, 273 , 341 ," 1,132 ",," 1,054 "," 1,061 "," 5,984 "
Jun-15, 111 , 94 , 562 ,, 127 , 138 ," 1,238 ",, 110 , 135 , 802 ,, 210 , 183 ," 1,413 ",, 23 , 15 , 137 ,, 135 , 128 , 723 ,, 306 , 359 ," 1,079 ",," 1,022 "," 1,052 "," 5,954 "
Jul-15, 124 , 109 , 577 ,, 144 , 136 ," 1,246 ",, 102 , 124 , 780 ,, 212 , 213 ," 1,412 ",, 29 , 20 , 146 ,, 127 , 74 , 776 ,, 298 , 365 ," 1,012 ",," 1,036 "," 1,041 "," 5,949 "
Aug-15, 118 , 124 , 571 ,, 115 , 135 ," 1,226 ",, 111 , 101 , 790 ,, 199 , 246 ," 1,365 ",, 32 , 23 , 155 ,, 144 , 116 , 804 ,, 335 , 322 ," 1,025 ",," 1,054 "," 1,067 "," 5,936 "
Sep-15, 124 , 116 , 579 ,, 109 , 141 ," 1,194 ",, 99 , 92 , 797 ,, 193 , 228 ," 1,330 ",, 29 , 22 , 162 ,, 126 , 99 , 831 ,, 321 , 288 ," 1,058 ",," 1,001 ", 986 ," 5,951 "
Oct-15, 113 , 131 , 561 ,, 106 , 120 ," 1,180 ",, 118 , 84 , 831 ,, 188 , 162 ," 1,356 ",, 29 , 31 , 160 ,, 128 , 140 , 819 ,, 308 , 264 ," 1,102 ",, 990 , 932 ," 6,009 "
Nov-15, 97 , 108 , 550 ,, 109 , 99 ," 1,190 ",, 100 , 89 , 842 ,, 161 , 153 ," 1,364 ",, 26 , 24 , 162 ,, 120 , 98 , 841 ,, 275 , 230 ," 1,147 ",, 888 , 801 ," 6,096 "
Dec-15, 96 , 69 , 577 ,, 94 , 105 ," 1,179 ",, 98 , 78 , 862 ,, 150 , 156 ," 1,358 ",, 27 , 27 , 162 ,, 100 , 83 , 858 ,, 259 , 236 ," 1,170 ",, 824 , 754 ," 6,166 "
Jan-16, 81 , 63 , 595 ,, 90 , 79 ," 1,190 ",, 71 , 80 , 853 ,, 153 , 143 ," 1,368 ",, 29 , 17 , 174 ,, 88 , 82 , 864 ,, 239 , 239 ," 1,170 ",, 751 , 703 ," 6,214 "
Feb-16, 97 , 91 , 601 ,, 75 , 84 ," 1,181 ",, 61 , 41 , 873 ,, 113 , 128 ," 1,353 ",, 12 , 18 , 168 ,, 78 , 82 , 860 ,, 191 , 220 ," 1,141 ",, 627 , 664 ," 6,177 "
Mar-16, 80 , 80 , 601 ,, 72 , 76 ," 1,177 ",, 68 , 45 , 896 ,, 87 , 113 ," 1,327 ",, 8 , 14 , 162 ,, 61 , 58 , 863 ,, 214 , 213 ," 1,142 ",, 590 , 599 ," 6,168 "
Apr-16, 63 , 69 , 595 ,, 54 , 71 ," 1,160 ",, 43 , 39 , 900 ,, 66 , 119 ," 1,274 ",, 15 , 25 , 152 ,, 41 , 75 , 829 ,, 182 , 215 ," 1,109 ",, 464 , 613 ," 6,019 "
May-16, 77 , 57 , 615 ,, 58 , 79 ," 1,139 ",, 46 , 59 , 887 ,, 60 , 140 ," 1,194 ",, 13 , 13 , 152 ,, 62 , 92 , 799 ,, 171 , 193 ," 1,087 ",, 487 , 633 ," 5,873 "
Jun-16, 61 , 64 , 612 ,, 50 , 65 ," 1,124 ",, 42 , 54 , 875 ,, 62 , 103 ," 1,153 ",, 17 , 27 , 142 ,, 58 , 81 , 776 ,, 191 , 223 ," 1,055 ",, 481 , 617 ," 5,737 "
Jul-16, 73 , 90 , 595 ,, 43 , 84 ," 1,083 ",, 45 , 56 , 864 ,, 62 , 101 ," 1,114 ",, 18 , 19 , 141 ,, 67 , 91 , 752 ,, 192 , 190 ," 1,057 ",, 500 , 631 ," 5,606 "
Aug-16, 74 , 75 , 594 ,, 50 , 77 ," 1,056 ",, 53 , 82 , 835 ,, 99 , 123 ," 1,090 ",, 16 , 27 , 130 ,, 73 , 114 , 711 ,, 238 , 254 ," 1,041 ",, 603 , 752 ," 5,457 "
Sep-16, 72 , 97 , 569 ,, 42 , 72 ," 1,026 ",, 49 , 66 , 818 ,, 86 , 119 ," 1,057 ",, 18 , 15 , 133 ,, 67 , 97 , 681 ,, 250 , 237 ," 1,054 ",, 584 , 703 ," 5,338 "
Oct-16, 97 , 131 , 535 ,, 48 , 97 , 977 ,, 59 , 85 , 792 ,, 80 , 133 ," 1,004 ",, 18 , 27 , 124 ,, 77 , 73 , 685 ,, 272 , 231 ," 1,095 ",, 651 , 777 ," 5,212 "
Nov-16, 90 , 115 , 510 ,, 57 , 85 , 949 ,, 61 , 86 , 767 ,, 89 , 124 , 969 ,, 25 , 23 , 126 ,, 69 , 79 , 675 ,, 301 , 269 ," 1,127 ",, 692 , 781 ," 5,123 "
Dec-16, 87 , 77 , 520 ,, 52 , 82 , 919 ,, 53 , 49 , 771 ,, 105 , 93 , 981 ,, 21 , 31 , 116 ,, 81 , 80 , 676 ,, 290 , 250 ," 1,167 ",, 689 , 662 ," 5,150 "
Jan-17, 126 , 73 , 573 ,, 68 , 78 , 909 ,, 62 , 52 , 781 ,, 124 , 132 , 973 ,, 28 , 24 , 120 ,, 120 , 109 , 687 ,, 351 , 259 ," 1,259 ",, 879 , 727 ," 5,302 "
Feb-17, 80 , 93 , 560 ,, 69 , 80 , 898 ,, 51 , 58 , 774 ,, 141 , 134 , 980 ,, 30 , 22 , 128 ,, 105 , 105 , 687 ,, 298 , 267 ," 1,290 ",, 774 , 759 ," 5,317 "
Mar-17, 141 , 104 , 597 ,, 73 , 97 , 874 ,, 78 , 71 , 781 ,, 148 , 150 , 978 ,, 38 , 29 , 137 ,, 137 , 121 , 703 ,, 391 , 320 ," 1,361 ",," 1,006 ", 892 ," 5,431 "
Apr-17, 127 , 85 , 639 ,, 80 , 106 , 848 ,, 78 , 104 , 755 ,, 158 , 155 , 981 ,, 30 , 37 , 130 ,, 151 , 113 , 741 ,, 399 , 347 ," 1,413 ",," 1,023 ", 947 ," 5,507 "
May-17, 126 , 116 , 649 ,, 87 , 101 , 834 ,, 94 , 82 , 767 ,, 177 , 166 , 992 ,, 49 , 33 , 146 ,, 141 , 139 , 743 ,, 424 , 341 ," 1,496 ",," 1,098 ", 978 ," 5,627 "
Jun-17, 136 , 109 , 676 ,, 79 , 117 , 796 ,, 76 , 105 , 738 ,, 123 , 162 , 953 ,, 39 , 38 , 147 ,, 145 , 159 , 729 ,, 380 , 314 ," 1,562 ",, 978 ," 1,004 "," 5,601 "
Jul-17, 144 , 109 , 711 ,, 121 , 108 , 809 ,, 95 , 103 , 730 ,, 183 , 167 , 969 ,, 35 , 43 , 139 ,, 160 , 147 , 742 ,, 412 , 313 ," 1,661 ",," 1,150 ", 990 ," 5,761 "
Aug-17, 143 , 122 , 732 ,, 120 , 120 , 809 ,, 99 , 110 , 719 ,, 169 , 146 , 992 ,, 42 , 45 , 136 ,, 154 , 195 , 701 ,, 495 , 375 ," 1,781 ",," 1,222 "," 1,113 "," 5,870 "
Sep-17, 152 , 140 , 744 ,, 111 , 116 , 804 ,, 98 , 97 , 720 ,, 172 , 167 , 997 ,, 38 , 37 , 137 ,, 137 , 160 , 678 ,, 458 , 383 ," 1,856 ",," 1,166 "," 1,100 "," 5,936 "
Oct-17, 164 , 136 , 772 ,, 127 , 132 , 799 ,, 104 , 110 , 714 ,, 172 , 177 , 992 ,, 38 , 41 , 134 ,, 157 , 137 , 698 ,, 488 , 431 ," 1,913 ",," 1,250 "," 1,164 "," 6,022 "
Nov-17, 132 , 168 , 736 ,, 82 , 99 , 782 ,, 93 , 86 , 721 ,, 131 , 159 , 964 ,, 38 , 43 , 129 ,, 135 , 137 , 696 ,, 423 , 449 ," 1,887 ",," 1,034 "," 1,141 "," 5,915 "
Dec-17, 111 , 126 , 721 ,, 99 , 94 , 787 ,, 77 , 65 , 733 ,, 155 , 149 , 970 ,, 39 , 35 , 133 ,, 135 , 145 , 686 ,, 471 , 382 ," 1,976 ",," 1,087 ", 996 ," 6,006 "
Jan-18, 142 , 125 , 738 ,, 131 , 102 , 816 ,, 107 , 72 , 768 ,, 174 , 154 , 990 ,, 50 , 36 , 147 ,, 165 , 127 , 724 ,, 485 , 403 ," 2,058 ",," 1,254 "," 1,019 "," 6,241 "
Feb-18, 134 , 101 , 771 ,, 106 , 96 , 826 ,, 74 , 74 , 768 ,, 147 , 173 , 964 ,, 50 , 42 , 155 ,, 136 , 143 , 717 ,, 503 , 461 ," 2,100 ",," 1,150 "," 1,090 "," 6,301 "
Mar-18, 137 , 144 , 764 ,, 106 , 142 , 790 ,, 95 , 90 , 773 ,, 169 , 188 , 945 ,, 47 , 39 , 163 ,, 119 , 208 , 628 ,, 498 , 516 ," 2,082 ",," 1,171 "," 1,327 "," 6,145 "
Apr-18, 152 , 146 , 770 ,, 138 , 140 , 788 ,, 109 , 110 , 772 ,, 207 , 181 , 971 ,, 42 , 49 , 156 ,, 126 , 188 , 566 ,, 522 , 477 ," 2,127 ",," 1,296 "," 1,291 "," 6,150 "
May-18, 169 , 161 , 778 ,, 129 , 164 , 753 ,, 124 , 131 , 765 ,, 194 , 204 , 961 ,, 57 , 38 , 175 ,, 144 , 182 , 528 ,, 553 , 491 ," 2,189 ",," 1,370 "," 1,371 "," 6,149 "
Jun-18, 157 , 148 , 787 ,, 115 , 142 , 726 ,, 108 , 118 , 755 ,, 214 , 166 ," 1,009 ",, 46 , 46 , 175 ,, 160 , 177 , 511 ,, 550 , 498 ," 2,241 ",," 1,350 "," 1,295 "," 6,204 "
Jul-18, 209 , 156 , 840 ,, 115 , 139 , 702 ,, 134 , 155 , 734 ,, 219 , 183 ," 1,045 ",, 45 , 38 , 182 ,, 173 , 185 , 499 ,, 555 , 473 ," 2,323 ",," 1,450 "," 1,329 "," 6,325 "
Aug-18, 168 , 148 , 860 ,, 98 , 130 , 670 ,, 108 , 138 , 704 ,, 180 , 210 ," 1,015 ",, 48 , 41 , 189 ,, 171 , 176 , 494 ,, 566 , 513 ," 2,376 ",," 1,339 "," 1,356 "," 6,308 "
Sep-18, 193 , 154 , 899 ,, 104 , 120 , 654 ,, 108 , 122 , 690 ,, 183 , 182 ," 1,016 ",, 53 , 47 , 195 ,, 167 , 156 , 505 ,, 587 , 489 ," 2,474 ",," 1,395 "," 1,270 "," 6,433 "
Oct-18, 190 , 152 , 937 ,, 123 , 123 , 654 ,, 120 , 118 , 692 ,, 228 , 202 ," 1,042 ",, 36 , 36 , 195 ,, 197 , 177 , 525 ,, 596 , 443 ," 2,627 ",," 1,490 "," 1,251 "," 6,672 "
Nov-18, 188 , 134 , 991 ,, 106 , 87 , 673 ,, 110 , 99 , 703 ,, 219 , 189 ," 1,072 ",, 51 , 44 , 202 ,, 158 , 142 , 541 ,, 565 , 463 ," 2,729 ",," 1,397 "," 1,158 "," 6,911 "
Dec-18, 170 , 115 ," 1,046 ",, 109 , 80 , 702 ,, 108 , 70 , 741 ,, 196 , 145 ," 1,123 ",, 45 , 39 , 208 ,, 174 , 135 , 580 ,, 535 , 417 ," 2,847 ",," 1,337 "," 1,001 "," 7,247 "
Jan-19, 165 , 122 ," 1,089 ",, 120 , 102 , 720 ,, 120 , 71 , 790 ,, 223 , 174 ," 1,172 ",, 50 , 39 , 219 ,, 197 , 128 , 649 ,, 583 , 476 ," 2,954 ",," 1,458 "," 1,112 "," 7,593 "
Feb-19, 143 , 121 ," 1,111 ",, 115 , 111 , 724 ,, 108 , 56 , 842 ,, 219 , 166 ," 1,225 ",, 39 , 38 , 220 ,, 150 , 146 , 653 ,, 547 , 459 ," 3,042 ",," 1,321 "," 1,097 "," 7,817 "
Mar-19, 126 , 159 ," 1,078 ",, 137 , 114 , 747 ,, 111 , 110 , 843 ,, 202 , 208 ," 1,219 ",, 55 , 45 , 230 ,, 179 , 167 , 665 ,, 576 , 500 ," 3,118 ",," 1,386 "," 1,303 "," 7,900 "
Apr-19, 136 , 152 ," 1,062 ",, 125 , 129 , 743 ,, 118 , 112 , 849 ,, 209 , 184 ," 1,244 ",, 48 , 43 , 235 ,, 153 , 166 , 652 ,, 573 , 452 ," 3,239 ",," 1,362 "," 1,238 "," 8,024 "
May-19, 132 , 111 ," 1,083 ",, 142 , 126 , 759 ,, 127 , 127 , 849 ,, 191 , 186 ," 1,249 ",, 48 , 32 , 251 ,, 167 , 193 , 626 ,, 557 , 508 ," 3,288 ",," 1,364 "," 1,283 "," 8,105 "
Jun-19, 130 , 125 ," 1,088 ",, 121 , 152 , 728 ,, 118 , 144 , 823 ,, 205 , 179 ," 1,275 ",, 54 , 36 , 269 ,, 150 , 144 , 632 ,, 544 , 478 ," 3,354 ",," 1,322 "," 1,258 "," 8,169 "
Jul-19, 129 , 133 ," 1,084 ",, 105 , 112 , 721 ,, 122 , 116 , 829 ,, 177 , 184 ," 1,268 ",, 53 , 44 , 278 ,, 184 , 155 , 661 ,, 544 , 494 ," 3,404 ",," 1,314 "," 1,238 "," 8,245 "
Aug-19, 109 , 129 ," 1,064 ",, 100 , 136 , 685 ,, 122 , 144 , 807 ,, 180 , 211 ," 1,237 ",, 42 , 34 , 286 ,, 147 , 145 , 663 ,, 510 , 458 ," 3,456 ",," 1,210 "," 1,257 "," 8,198 "
Sep-19, 100 , 100 ," 1,064 ",, 118 , 80 , 723 ,, 110 , 81 , 836 ,, 166 , 207 ," 1,196 ",, 50 , 25 , 311 ,, 138 , 106 , 695 ,, 498 , 452 ," 3,502 ",," 1,180 "," 1,051 "," 8,327 "
Oct-19, 84 , 89 ," 1,059 ",, 82 , 77 , 728 ,, 116 , 106 , 846 ,, 162 , 141 ," 1,217 ",, 54 , 35 , 330 ,, 151 , 110 , 736 ,, 467 , 506 ," 3,463 ",," 1,116 "," 1,064 "," 8,379 "
Nov-19, 65 , 76 ," 1,048 ",, 85 , 90 , 723 ,, 96 , 94 , 848 ,, 137 , 151 ," 1,203 ",, 39 , 33 , 336 ,, 118 , 124 , 730 ,, 464 , 440 ," 3,487 ",," 1,004 "," 1,008 "," 8,375 "
Dec-19, 61 , 70 ," 1,039 ",, 91 , 93 , 721 ,, 94 , 88 , 854 ,, 166 , 141 ," 1,228 ",, 46 , 38 , 344 ,, 122 , 99 , 753 ,, 448 , 383 ," 3,552 ",," 1,028 ", 912 ," 8,491 "
Jan-20, 64 , 89 ," 1,014 ",, 88 , 89 , 720 ,, 99 , 99 , 854 ,, 209 , 186 ," 1,251 ",, 42 , 30 , 356 ,, 132 , 131 , 754 ,, 448 , 438 ," 3,562 ",," 1,082 "," 1,062 "," 8,511 "
Feb-20, 55 , 98 , 971 ,, 79 , 103 , 696 ,, 94 , 105 , 843 ,, 191 , 186 ," 1,256 ",, 34 , 51 , 339 ,, 136 , 134 , 756 ,, 463 , 460 ," 3,565 ",," 1,052 "," 1,137 "," 8,426 "
Mar-20, 57 , 91 , 937 ,, 92 , 100 , 688 ,, 94 , 112 , 825 ,, 205 , 173 ," 1,288 ",, 40 , 42 , 337 ,, 143 , 141 , 758 ,, 460 , 454 ," 3,571 ",," 1,091 "," 1,113 "," 8,404 "
Apr-20, 30 , 48 , 919 ,, 89 , 98 , 679 ,, 69 , 41 , 853 ,, 120 , 105 ," 1,303 ",, 35 , 31 , 341 ,, 76 , 81 , 753 ,, 331 , 285 ," 3,617 ",, 750 , 689 ," 8,465 "
May-20, 13 , 26 , 906 ,, 65 , 80 , 664 ,, 33 , 23 , 863 ,, 42 , 54 ," 1,291 ",, 36 , 28 , 349 ,, 37 , 40 , 750 ,, 199 , 119 ," 3,697 ",, 425 , 370 ," 8,520 "
Jun-20, 10 , 17 , 899 ,, 65 , 77 , 652 ,, 18 , 17 , 864 ,, 22 , 41 ," 1,272 ",, 30 , 28 , 351 ,, 29 , 23 , 756 ,, 149 , 96 ," 3,750 ",, 323 , 299 ," 8,544 "
Jul-20, 9 , 15 , 893 ,, 62 , 69 , 645 ,, 18 , 28 , 854 ,, 16 , 33 ," 1,255 ",, 28 , 26 , 353 ,, 20 , 32 , 744 ,, 137 , 119 ," 3,768 ",, 290 , 322 ," 8,512 "
Aug-20, 10 , 36 , 867 ,, 61 , 71 , 635 ,, 19 , 33 , 840 ,, 15 , 52 ," 1,218 ",, 33 , 37 , 349 ,, 20 , 20 , 744 ,, 132 , 178 ," 3,722 ",, 290 , 427 ," 8,375 "
Sep-20, 11 , 31 , 847 ,, 60 , 77 , 618 ,, 18 , 51 , 807 ,, 15 , 68 ," 1,165 ",, 35 , 33 , 351 ,, 20 , 42 , 722 ,, 133 , 224 ," 3,631 ",, 292 , 526 ," 8,141 "
Oct-20, 13 , 33 , 827 ,, 61 , 74 , 605 ,, 19 , 48 , 778 ,, 24 , 63 ," 1,126 ",, 36 , 51 , 336 ,, 22 , 80 , 664 ,, 140 , 250 ," 3,521 ",, 315 , 599 ," 7,857 "
Nov-20, 14 , 35 , 806 ,, 59 , 71 , 593 ,, 20 , 42 , 756 ,, 33 , 66 ," 1,093 ",, 37 , 49 , 324 ,, 23 , 73 , 614 ,, 148 , 256 ," 3,413 ",, 334 , 592 ," 7,599 "
Dec-20, 15 , 37 , 784 ,, 61 , 73 , 581 ,, 20 , 50 , 726 ,, 37 , 68 ," 1,062 ",, 39 , 45 , 318 ,, 32 , 73 , 573 ,, 169 , 249 ," 3,333 ",, 373 , 595 ," 7,377 "
Jan-21, 21 , 41 , 764 ,, 66 , 83 , 564 ,, 20 , 44 , 702 ,, 41 , 70 ," 1,033 ",, 42 , 47 , 313 ,, 40 , 76 , 537 ,, 187 , 245 ," 3,275 ",, 417 , 606 ," 7,188 "
Feb-21, 18 , 31 , 751 ,, 66 , 80 , 550 ,, 17 , 39 , 680 ,, 35 , 57 ," 1,011 ",, 38 , 37 , 314 ,, 39 , 69 , 507 ,, 167 , 169 ," 3,273 ",, 380 , 482 ," 7,086 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
